drwxr-xr-x 17 root     sys              0 Apr 30  1984 .
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/_tolower.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/_toupper.3c
-rw-rw-r--  1 2        kmem          1162 Apr 30  1984 man/u_man/man3/a64l.3c
-rw-rw-r--  1 2        kmem           664 Apr 30  1984 man/u_man/man3/abort.3c
-rw-rw-r--  1 2        kmem           392 Apr 30  1984 man/u_man/man3/abort.3f
-rw-rw-r--  1 2        kmem           422 Apr 30  1984 man/u_man/man3/abs.3c
-rw-rw-r--  1 2        kmem           997 Apr 30  1984 man/u_man/man3/abs.3f
-rw-rw-r--  1 2        kmem           564 Apr 30  1984 man/u_man/man3/acos.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/acos.3m
-rw-rw-r--  1 2        kmem           464 Apr 30  1984 man/u_man/man3/aimag.3f
-rw-rw-r--  1 2        kmem           591 Apr 30  1984 man/u_man/man3/aint.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/alog.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/alog10.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/amax0.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/amax1.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/amin0.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/amin1.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/amod.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/and.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/anint.3f
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/asctime.3c
-rw-rw-r--  1 2        kmem           544 Apr 30  1984 man/u_man/man3/asin.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/asin.3m
-rw-rw-r--  1 2        kmem           878 Apr 30  1984 man/u_man/man3/assert.3x
-rw-rw-r--  1 2        kmem           558 Apr 30  1984 man/u_man/man3/atan.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/atan.3m
-rw-rw-r--  1 2        kmem           574 Apr 30  1984 man/u_man/man3/atan2.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/atan2.3m
-rw-rw-r--  1 2        kmem           862 Apr 30  1984 man/u_man/man3/atof.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/atoi.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/atol.3c
-rw-rw-r--  1 2        kmem          1255 Apr 30  1984 man/u_man/man3/bessel.3m
-rw-rw-r--  1 2        kmem          1187 Apr 30  1984 man/u_man/man3/bool.3f
-rw-rw-r--  1 2        kmem          1595 Apr 30  1984 man/u_man/man3/bsearch.3c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/cabs.3f
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/calloc.3c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/ccos.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/ceil.3m
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/cexp.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/char.3f
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/clearerr.3s
-rw-rw-r--  1 2        kmem           795 Apr 30  1984 man/u_man/man3/clock.3c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/clog.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/cmplx.3f
-rw-rw-r--  1 2        kmem           416 Apr 30  1984 man/u_man/man3/conjg.3f
-rw-rw-r--  1 2        kmem          1415 Apr 30  1984 man/u_man/man3/conv.3c
-rw-rw-r--  1 2        kmem           704 Apr 30  1984 man/u_man/man3/cos.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/cos.3m
-rw-rw-r--  1 2        kmem           571 Apr 30  1984 man/u_man/man3/cosh.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/cosh.3m
-rw-rw-r--  1 2        kmem          2003 Apr 30  1984 man/u_man/man3/crypt.3c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/csin.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/csqrt.3f
-rw-rw-r--  1 2        kmem          1191 Apr 30  1984 man/u_man/man3/ctermid.3s
-rw-rw-r--  1 2        kmem          3580 Apr 30  1984 man/u_man/man3/ctime.3c
-rw-rw-r--  1 2        kmem          1604 Apr 30  1984 man/u_man/man3/ctype.3c
-rw-rw-r--  1 2        kmem           863 Apr 30  1984 man/u_man/man3/cuserid.3s
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dabs.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dacos.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dasin.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/datan.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/datan2.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dble.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/dcmplx.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/dconjg.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dcos.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dcosh.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dexp.3f
-rw-rw-r--  1 2        kmem          4770 Apr 30  1984 man/u_man/man3/dial.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/dimag.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/dint.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dlog.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/dlog10.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/dmax1.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/dmin1.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dmod.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/dnint.3f
-rw-rw-r--  1 2        kmem          5790 Apr 30  1984 man/u_man/man3/drand48.3c
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dsign.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dsin.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dsinh.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dsqrt.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/dtan.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/dtanh.3f
-rw-rw-r--  1 2        kmem          1677 Apr 30  1984 man/u_man/man3/ecvt.3c
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/edata.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/encrypt.3c
-rw-rw-r--  1 2        kmem           849 Apr 30  1984 man/u_man/man3/end.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/endgrent.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/endpwent.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/endutent.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/erand48.3c
-rw-rw-r--  1 2        kmem           626 Apr 30  1984 man/u_man/man3/erf.3m
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/erfc.3m
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/errno.3c
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/etext.3c
-rw-rw-r--  1 2        kmem           776 Apr 30  1984 man/u_man/man3/exp.3f
-rw-rw-r--  1 2        kmem          1834 Apr 30  1984 man/u_man/man3/exp.3m
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/fabs.3m
-rw-rw-r--  1 2        kmem           834 Apr 30  1984 man/u_man/man3/fclose.3s
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/fcvt.3c
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/fdopen.3s
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/feof.3s
-rw-rw-r--  1 2        kmem          1051 Apr 30  1984 man/u_man/man3/ferror.3s
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/fflush.3s
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/fgetc.3s
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/fgets.3s
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/fileno.3s
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/float.3f
-rw-rw-r--  1 2        kmem           838 Apr 30  1984 man/u_man/man3/floor.3m
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/fmod.3m
-rw-rw-r--  1 2        kmem          3151 Apr 30  1984 man/u_man/man3/fopen.3s
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/fprintf.3s
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/fputc.3s
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/fputs.3s
-rw-rw-r--  1 2        kmem          1895 Apr 30  1984 man/u_man/man3/fread.3s
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/free.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/freopen.3s
-rw-rw-r--  1 2        kmem          1068 Apr 30  1984 man/u_man/man3/frexp.3c
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/fscanf.3s
-rw-rw-r--  1 2        kmem          1812 Apr 30  1984 man/u_man/man3/fseek.3s
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/ftell.3s
-rw-rw-r--  1 2        kmem          2827 Apr 30  1984 man/u_man/man3/ftw.3c
-rw-rw-r--  1 2        kmem          3605 Apr 30  1984 man/u_man/man3/ftype.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/fwrite.3s
-rw-rw-r--  1 2        kmem          1300 Apr 30  1984 man/u_man/man3/gamma.3m
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/gcvt.3c
-rw-rw-r--  1 2        kmem           484 Apr 30  1984 man/u_man/man3/getarg.3f
-rw-rw-r--  1 2        kmem          2036 Apr 30  1984 man/u_man/man3/getc.3s
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/getchar.3s
-rw-rw-r--  1 2        kmem          1082 Apr 30  1984 man/u_man/man3/getcwd.3c
-rw-rw-r--  1 2        kmem           451 Apr 30  1984 man/u_man/man3/getenv.3c
-rw-rw-r--  1 2        kmem           450 Apr 30  1984 man/u_man/man3/getenv.3f
-rw-rw-r--  1 2        kmem          2257 Apr 30  1984 man/u_man/man3/getgrent.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/getgrgid.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/getgrnam.3c
-rw-rw-r--  1 2        kmem           883 Apr 30  1984 man/u_man/man3/getlogin.3c
-rw-rw-r--  1 2        kmem          2515 Apr 30  1984 man/u_man/man3/getopt.3c
-rw-rw-r--  1 2        kmem           897 Apr 30  1984 man/u_man/man3/getpass.3c
-rw-rw-r--  1 2        kmem           865 Apr 30  1984 man/u_man/man3/getpw.3c
-rw-rw-r--  1 2        kmem          2483 Apr 30  1984 man/u_man/man3/getpwent.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/getpwnam.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/getpwuid.3c
-rw-rw-r--  1 2        kmem          1267 Apr 30  1984 man/u_man/man3/gets.3s
-rw-rw-r--  1 2        kmem          4847 Apr 30  1984 man/u_man/man3/getut.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/getutent.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/getutid.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/getutline.3c
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/getw.3s
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/gmtime.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/gsignal.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/hcreate.3c
-rw-rw-r--  1 2        kmem            60 Apr 30  1984 man/u_man/man3/hdestroy.3c
-rw-rw-r--  1 2        kmem          3336 Apr 30  1984 man/u_man/man3/hsearch.3c
-rw-rw-r--  1 2        kmem           565 Apr 30  1984 man/u_man/man3/hypot.3m
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/iabs.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/ichar.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/idint.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/idnint.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/ifix.3f
-rw-rw-r--  1 2        kmem           444 Apr 30  1984 man/u_man/man3/index.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/int.3f
-rw-rw-r--  1 2        kmem          4042 Apr 30  1984 man/u_man/man3/intro.3
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isalnum.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isalpha.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isascii.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/isatty.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/iscntrl.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isdigit.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isgraph.3c
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/isign.3f
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/islower.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isprint.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/ispunct.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isspace.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/isupper.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/isxdigit.3c
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/j0.3m
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/j1.3m
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/jn.3m
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/jrand48.3c
-rw-rw-r--  1 2        kmem           863 Apr 30  1984 man/u_man/man3/l3tol.3c
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/l64a.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/lcong48.3c
-rw-rw-r--  1 2        kmem            60 Apr 30  1984 man/u_man/man3/ldaclose.3x
-rw-rw-r--  1 2        kmem          1246 Apr 30  1984 man/u_man/man3/ldahread.3x
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/ldaopen.3x
-rw-rw-r--  1 2        kmem          1969 Apr 30  1984 man/u_man/man3/ldclose.3x
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/ldexp.3c
-rw-rw-r--  1 2        kmem          1390 Apr 30  1984 man/u_man/man3/ldfhread.3x
-rw-rw-r--  1 2        kmem          1908 Apr 30  1984 man/u_man/man3/ldgetname.3x
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/ldlinit.3x
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/ldlitem.3x
-rw-rw-r--  1 2        kmem          2668 Apr 30  1984 man/u_man/man3/ldlread.3x
-rw-rw-r--  1 2        kmem          1645 Apr 30  1984 man/u_man/man3/ldlseek.3x
-rw-rw-r--  1 2        kmem            60 Apr 30  1984 man/u_man/man3/ldnlseek.3x
-rw-rw-r--  1 2        kmem            60 Apr 30  1984 man/u_man/man3/ldnrseek.3x
-rw-rw-r--  1 2        kmem            62 Apr 30  1984 man/u_man/man3/ldnshread.3x
-rw-rw-r--  1 2        kmem            60 Apr 30  1984 man/u_man/man3/ldnsseek.3x
-rw-rw-r--  1 2        kmem          1139 Apr 30  1984 man/u_man/man3/ldohseek.3x
-rw-rw-r--  1 2        kmem          3399 Apr 30  1984 man/u_man/man3/ldopen.3x
-rw-rw-r--  1 2        kmem          1704 Apr 30  1984 man/u_man/man3/ldrseek.3x
-rw-rw-r--  1 2        kmem          1841 Apr 30  1984 man/u_man/man3/ldshread.3x
-rw-rw-r--  1 2        kmem          1638 Apr 30  1984 man/u_man/man3/ldsseek.3x
-rw-rw-r--  1 2        kmem          1672 Apr 30  1984 man/u_man/man3/ldtbindex.3x
-rw-rw-r--  1 2        kmem          1462 Apr 30  1984 man/u_man/man3/ldtbread.3x
-rw-rw-r--  1 2        kmem          1102 Apr 30  1984 man/u_man/man3/ldtbseek.3x
-rw-rw-r--  1 2        kmem           231 Apr 30  1984 man/u_man/man3/len.3f
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/localtime.3c
-rw-rw-r--  1 2        kmem           780 Apr 30  1984 man/u_man/man3/log.3f
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man3/log.3m
-rw-rw-r--  1 2        kmem           624 Apr 30  1984 man/u_man/man3/log10.3f
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/log10.3m
-rw-rw-r--  1 2        kmem           570 Apr 30  1984 man/u_man/man3/logname.3x
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/longjmp.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/lrand48.3c
-rw-rw-r--  1 2        kmem          1601 Apr 30  1984 man/u_man/man3/lsearch.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/lshift.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/ltol3.3c
-rw-rw-r--  1 2        kmem          2619 Apr 30  1984 man/u_man/man3/malloc.3c
-rw-rw-r--  1 2        kmem          3565 Apr 30  1984 man/u_man/man3/matherr.3m
-rw-rw-r--  1 2        kmem          1099 Apr 30  1984 man/u_man/man3/max.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/max0.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/max1.3f
-rw-rw-r--  1 2        kmem           425 Apr 30  1984 man/u_man/man3/mclock.3f
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/memccpy.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/memchr.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/memcmp.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/memcpy.3c
-rw-rw-r--  1 2        kmem          2192 Apr 30  1984 man/u_man/man3/memory.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/memset.3c
-rw-rw-r--  1 2        kmem          1096 Apr 30  1984 man/u_man/man3/min.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/min0.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/min1.3f
-rw-rw-r--  1 2        kmem           662 Apr 30  1984 man/u_man/man3/mktemp.3c
-rw-rw-r--  1 2        kmem           706 Apr 30  1984 man/u_man/man3/mod.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/modf.3c
-rw-rw-r--  1 2        kmem          1945 Apr 30  1984 man/u_man/man3/monitor.3c
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/mrand48.3c
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/nint.3f
-rw-rw-r--  1 2        kmem          1301 Apr 30  1984 man/u_man/man3/nlist.3c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/not.3f
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/nrand48.3c
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man3/or.3f
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/pclose.3s
-rw-rw-r--  1 2        kmem          1184 Apr 30  1984 man/u_man/man3/perror.3c
-rw-rw-r--  1 2        kmem          2081 Apr 30  1984 man/u_man/man3/plot.3x
-rw-rw-r--  1 2        kmem          1792 Apr 30  1984 man/u_man/man3/popen.3s
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man3/pow.3m
-rw-rw-r--  1 2        kmem          7493 Apr 30  1984 man/u_man/man3/printf.3s
-rw-rw-r--  1 2        kmem          2878 Apr 30  1984 man/u_man/man3/putc.3s
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/putchar.3s
-rw-rw-r--  1 2        kmem           866 Apr 30  1984 man/u_man/man3/putpwent.3c
-rw-rw-r--  1 2        kmem           881 Apr 30  1984 man/u_man/man3/puts.3s
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/pututline.3c
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man3/putw.3s
-rw-rw-r--  1 2        kmem          1249 Apr 30  1984 man/u_man/man3/qsort.3c
-rw-rw-r--  1 2        kmem           729 Apr 30  1984 man/u_man/man3/rand.3c
-rw-rw-r--  1 2        kmem           379 Apr 30  1984 man/u_man/man3/rand.3f
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/real.3f
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/realloc.3c
-rw-rw-r--  1 2        kmem          4500 Apr 30  1984 man/u_man/man3/regcmp.3x
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/regex.3x
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/rewind.3s
-rw-rw-r--  1 2        kmem           857 Apr 30  1984 man/u_man/man3/round.3f
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/rshift.3f
-rw-rw-r--  1 2        kmem          7228 Apr 30  1984 man/u_man/man3/scanf.3s
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/seed48.3c
-rw-rw-r--  1 2        kmem          1188 Apr 30  1984 man/u_man/man3/setbuf.3s
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/setgrent.3c
-rw-rw-r--  1 2        kmem          1313 Apr 30  1984 man/u_man/man3/setjmp.3c
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/setkey.3c
-rw-rw-r--  1 2        kmem            61 Apr 30  1984 man/u_man/man3/setpwent.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/setutent.3c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man3/sgetl.3x
-rw-rw-r--  1 2        kmem           688 Apr 30  1984 man/u_man/man3/sign.3f
-rw-rw-r--  1 2        kmem           474 Apr 30  1984 man/u_man/man3/signal.3f
-rw-rw-r--  1 2        kmem           670 Apr 30  1984 man/u_man/man3/sin.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/sin.3m
-rw-rw-r--  1 2        kmem           574 Apr 30  1984 man/u_man/man3/sinh.3f
-rw-rw-r--  1 2        kmem           648 Apr 30  1984 man/u_man/man3/sinh.3m
-rw-rw-r--  1 2        kmem          1695 Apr 30  1984 man/u_man/man3/sleep.3c
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/sngl.3f
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/sprintf.3s
-rw-rw-r--  1 2        kmem          1036 Apr 30  1984 man/u_man/man3/sputl.3x
-rw-rw-r--  1 2        kmem           720 Apr 30  1984 man/u_man/man3/sqrt.3f
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man3/sqrt.3m
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/srand.3c
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man3/srand.3f
-rw-rw-r--  1 2        kmem            59 Apr 30  1984 man/u_man/man3/srand48.3c
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man3/sscanf.3s
-rw-rw-r--  1 2        kmem          2448 Apr 30  1984 man/u_man/man3/ssignal.3c
-rw-rw-r--  1 2        kmem          2848 Apr 30  1984 man/u_man/man3/stdio.3s
-rw-rw-r--  1 2        kmem          2002 Apr 30  1984 man/u_man/man3/stdipc.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strcat.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strchr.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strcmp.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strcpy.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/strcspn.3c
-rw-rw-r--  1 2        kmem          4176 Apr 30  1984 man/u_man/man3/string.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strlen.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/strncat.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/strncmp.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/strncpy.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/strpbrk.3c
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man3/strrchr.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strspn.3c
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man3/strtok.3c
